path,title,main_keyword,slug,word_count
content/cat-care/10-how-to-travel-with-cat-in-car-without-stress.md,"How to Travel with a Cat in a Car Without Stress","how to travel with cat in car without stress",how-to-travel-with-cat-in-car-without-stress,1388
content/pet-health/01-early-signs-of-dental-disease-in-dogs-and-cats.md,"Early Signs of Dental Disease in Dogs and Cats","early signs of dental disease in dogs and cats",early-signs-of-dental-disease-in-dogs-and-cats,1384
content/pet-health/02-healthy-pet-weight-chart-at-home.md,"How to Track a Healthy Pet Weight at Home","healthy pet weight chart at home",healthy-pet-weight-chart-at-home,1282
content/pet-health/03-first-aid-kit-for-dogs-and-cats-checklist.md,"Pet First Aid Kit Checklist for Every Home","first aid kit for dogs and cats checklist",first-aid-kit-for-dogs-and-cats-checklist,1351
content/pet-health/04-when-to-visit-vet-for-pet-vomiting.md,"When to Visit a Vet for Pet Vomiting","when to visit vet for pet vomiting",when-to-visit-vet-for-pet-vomiting,1318
content/pet-health/05-natural-ways-to-support-pet-joint-health.md,"Natural Ways to Support Pet Joint Health","natural ways to support pet joint health",natural-ways-to-support-pet-joint-health,1314
content/pet-health/06-seasonal-allergies-in-pets-symptoms-and-relief.md,"Seasonal Allergies in Pets: Symptoms and Relief","seasonal allergies in pets symptoms and relief",seasonal-allergies-in-pets-symptoms-and-relief,1320
content/pet-health/07-how-to-check-pet-hydration-at-home.md,"How to Check Pet Hydration at Home","how to check pet hydration at home",how-to-check-pet-hydration-at-home,1308
content/pet-health/08-flea-allergy-dermatitis-in-pets-home-management.md,"Flea Allergy Dermatitis in Pets: Home Management","flea allergy dermatitis in pets home management",flea-allergy-dermatitis-in-pets-home-management,1315
content/pet-health/09-pet-skin-infection-signs-every-owner-should-know.md,"Pet Skin Infection Signs Every Owner Should Know","pet skin infection signs every owner should know",pet-skin-infection-signs-every-owner-should-know,1354
content/pet-health/10-emergency-pet-poisoning-steps-before-vet.md,"Emergency Pet Poisoning Steps Before the Vet","emergency pet poisoning steps before vet",emergency-pet-poisoning-steps-before-vet,1287
content/pet-food/01-best-budget-high-protein-dog-food-alternatives.md,"Best Budget High Protein Dog Food Alternatives","best budget high protein dog food alternatives",best-budget-high-protein-dog-food-alternatives,1324
content/pet-food/02-wet-vs-dry-cat-food-for-indoor-cats.md,"Wet vs Dry Cat Food for Indoor Cats","wet vs dry cat food for indoor cats",wet-vs-dry-cat-food-for-indoor-cats,1356
content/pet-food/03-homemade-dog-treat-recipes-with-3-ingredients.md,"Homemade Dog Treat Recipes with 3 Ingredients","homemade dog treat recipes with 3 ingredients",homemade-dog-treat-recipes-with-3-ingredients,1325
content/pet-food/04-safe-human-foods-for-dogs-and-cats-list.md,"Safe Human Foods for Dogs and Cats List","safe human foods for dogs and cats list",safe-human-foods-for-dogs-and-cats-list,1337
content/pet-food/05-how-much-should-i-feed-my-puppy-by-age.md,"How Much Should I Feed My Puppy by Age?","how much should i feed my puppy by age",how-much-should-i-feed-my-puppy-by-age,1385
content/pet-food/06-grain-free-vs-grain-inclusive-dog-food.md,"Grain Free vs Grain Inclusive Dog Food","grain free vs grain inclusive dog food",grain-free-vs-grain-inclusive-dog-food,1312
content/pet-food/07-best-omega-3-sources-for-pets-at-home.md,"Best Omega 3 Sources for Pets at Home","best omega 3 sources for pets at home",best-omega-3-sources-for-pets-at-home,1342
content/pet-food/08-food-rotation-diet-for-picky-cats.md,"Food Rotation Diet for Picky Cats","food rotation diet for picky cats",food-rotation-diet-for-picky-cats,1284
content/pet-food/09-low-calorie-treats-for-overweight-dogs.md,"Low Calorie Treats for Overweight Dogs","low calorie treats for overweight dogs",low-calorie-treats-for-overweight-dogs,1273
content/pet-food/10-how-to-transition-pet-food-without-upset-stomach.md,"How to Transition Pet Food Without Upset Stomach","how to transition pet food without upset stomach",how-to-transition-pet-food-without-upset-stomach,1354
content/pet-training/01-recall-training-for-stubborn-dogs-at-park.md,"Recall Training for Stubborn Dogs at the Park","recall training for stubborn dogs at park",recall-training-for-stubborn-dogs-at-park,1320
content/pet-training/02-clicker-training-basics-for-first-time-cat-owners.md,"Clicker Training Basics for First-Time Cat Owners","clicker training basics for first-time cat owners",clicker-training-basics-for-first-time-cat-owners,1351
content/pet-training/03-leash-training-puppy-that-pulls.md,"Leash Training for Puppies That Pull","leash training puppy that pulls",leash-training-puppy-that-pulls,1247
content/pet-training/04-how-to-teach-dog-leave-it-command-fast.md,"How to Teach the Leave It Command Fast","how to teach dog leave it command fast",how-to-teach-dog-leave-it-command-fast,1355
content/pet-training/05-litter-box-training-older-rescue-cat.md,"Litter Box Training an Older Rescue Cat","litter box training older rescue cat",litter-box-training-older-rescue-cat,1289
content/pet-training/06-separation-anxiety-training-plan-for-dogs.md,"Separation Anxiety Training Plan for Dogs","separation anxiety training plan for dogs",separation-anxiety-training-plan-for-dogs,1286
content/pet-training/07-stop-cat-from-jumping-on-kitchen-counters.md,"How to Stop Cats from Jumping on Kitchen Counters","stop cat from jumping on kitchen counters",stop-cat-from-jumping-on-kitchen-counters,1326
content/pet-training/08-potty-training-schedule-for-8-week-puppy.md,"Potty Training Schedule for an 8 Week Puppy","potty training schedule for 8 week puppy",potty-training-schedule-for-8-week-puppy,1305
content/pet-training/09-positive-reinforcement-training-mistakes-to-avoid.md,"Positive Reinforcement Training Mistakes to Avoid","positive reinforcement training mistakes to avoid",positive-reinforcement-training-mistakes-to-avoid,1275
content/pet-training/10-teach-dog-to-stay-with-distractions-at-home.md,"Teach Your Dog to Stay with Distractions at Home","teach dog to stay with distractions at home",teach-dog-to-stay-with-distractions-at-home,1352
